trip_uuid,od_start_time,od_end_time,segment_count,actual_time,osrm_time,actual_distance,osrm_distance,start_scan_to_end_scan,route_type,source_center,source_name,destination_center,destination_name,cutoff_initial_status,cutoff_final_status,time_delay,data,trip_creation_time,route_schedule_uuid,delay_category,distance_gap,distance_ratio,trip_segment_count,distance_band
trip-153836323446720428,29:04.7,27:41.7,2,35,27,27.98249787,31.1469,58,FTL,IND503185AAA,Bodhan_SuryaDPP_D (Telangana),IND503187AAA,Banswada_Menagrdn_D (Telangana),1,0,8,test,07:14.5,thanos::sroute:cdf7bbbb-8fb5-4bd5-96d9-162fcf3d65dc,On Time,-3.164402129999999,0.8984039461391021,11,25–50 km
trip-153836323446720428,31:06.8,30:37.0,2,48,35,30.89088258,38.4177,59,FTL,IND502110AAA,Medak_Dwaraka_D (Telangana),IND502313AAA,Narsapur_Xroad_D (Telangana),1,0,13,test,07:14.5,thanos::sroute:cdf7bbbb-8fb5-4bd5-96d9-162fcf3d65dc,On Time,-7.526817420000004,0.8040794368220897,11,25–50 km
trip-153836326670143384,07:46.7,18:26.2,3,144,34,19.38313906,48.3523,250,Carting,IND786181AAC,Margherita_CivilHPL_D (Assam),IND792120AAB,Changlang_Central_D_1 (Arunachal Pradesh),1,0,110,test,07:46.7,thanos::sroute:2c2b9e2e-ee08-4d02-81a9-ebe807fd406d,High Delay,-28.96916094,0.4008731551549771,6,0–25 km
trip-153836326670143384,18:26.2,16:31.0,3,105,34,19.86542267,48.7802,118,Carting,IND792120AAB,Changlang_Central_D_1 (Arunachal Pradesh),IND786181AAC,Margherita_CivilHPL_D (Assam),1,0,71,test,07:46.7,thanos::sroute:2c2b9e2e-ee08-4d02-81a9-ebe807fd406d,High Delay,-28.91477733,0.4072435674720481,6,0–25 km
trip-153836327627519911,02:13.4,19:46.4,3,48,21,24.67556088,29.1795,77,Carting,IND583231AAA,Koppal_Banikatt_D (Karnataka),IND583201AAA,Hospet (Karnataka),1,0,27,test,07:56.3,thanos::sroute:65574be6-be55-4fd7-bf27-0c4c3dcfbc2e,On Time,-4.503939120000002,0.8456471454274405,11,0–25 km
trip-153836327627519911,07:56.3,42:30.2,3,74,29,21.45321729,27.0795,94,Carting,IND583201AAA,Hospet (Karnataka),IND583227AAA,Gangavathi_PhrmPlza_D (Karnataka),1,0,45,test,07:56.3,thanos::sroute:65574be6-be55-4fd7-bf27-0c4c3dcfbc2e,Moderate Delay,-5.626282709999998,0.792230923392234,11,0–25 km
trip-153836327627519911,42:30.2,02:13.4,5,56,38,40.00534987,44.0132,79,Carting,IND583227AAA,Gangavathi_PhrmPlza_D (Karnataka),IND583231AAA,Koppal_Banikatt_D (Karnataka),1,0,18,test,07:56.3,thanos::sroute:65574be6-be55-4fd7-bf27-0c4c3dcfbc2e,On Time,-4.007850129999994,0.9089398151009244,11,25–50 km
trip-153836336134643793,09:21.3,50:21.8,2,212,39,37.1550528,44.901,221,FTL,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND712410AAC,Tarkeshwar_Naraynpr_D (West Bengal),1,0,173,test,09:21.3,thanos::sroute:879f59cf-1bf4-4ef4-9ba4-2f4dfe83d10e,Severe Delay,-7.745947200000003,0.8274883142914411,7,25–50 km
trip-153836336134643793,23:23.5,29:39.4,1,44,26,20.31143111,26.7357,66,FTL,IND712406AAA,Khanakul_Ramnagar_D (West Bengal),IND712602AAA,Arambag_BalibDPP_D (West Bengal),0,0,18,test,09:21.3,thanos::sroute:879f59cf-1bf4-4ef4-9ba4-2f4dfe83d10e,On Time,-6.4242688900000005,0.7597119622826408,7,0–25 km
trip-153836336134643793,29:39.4,05:43.3,2,92,26,24.0627235,28.4958,96,FTL,IND712602AAA,Arambag_BalibDPP_D (West Bengal),IND722154AAA,MirzapurWB_VidyaDPP_D (West Bengal),1,0,66,test,09:21.3,thanos::sroute:879f59cf-1bf4-4ef4-9ba4-2f4dfe83d10e,High Delay,-4.433076499999999,0.8444305301132097,7,0–25 km
trip-153836336134643793,50:21.8,23:23.5,2,74,36,26.86750524,36.7964,93,FTL,IND712410AAC,Tarkeshwar_Naraynpr_D (West Bengal),IND712406AAA,Khanakul_Ramnagar_D (West Bengal),1,0,38,test,09:21.3,thanos::sroute:879f59cf-1bf4-4ef4-9ba4-2f4dfe83d10e,Moderate Delay,-9.92889476,0.7301666804361296,7,25–50 km
trip-153836351974296678,11:59.7,27:44.4,5,192,86,99.99975088,118.6638,255,FTL,IND832109AAB,Jamshedpur_Central_I_3 (Jharkhand),IND834002AAB,Ranchi_Hub (Jharkhand),1,0,106,test,11:59.7,thanos::sroute:9d8ed3f7-a8af-4393-ad7a-c57a7209ed8a,High Delay,-18.66404912,0.8427148876068354,5,50–100 km
trip-153836395468347674,19:14.7,19:25.0,23,898,485,493.2465912,676.9348,1080,FTL,IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),1,0,413,test,19:14.7,thanos::sroute:ef440d0b-5e79-4fe0-a7de-1cfa8c2d010c,Severe Delay,-183.6882088,0.7286471181567264,54,200+ km
trip-153836395468347674,19:25.0,44:31.5,31,1312,614,674.1622287,865.8685,1645,FTL,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),1,0,698,test,19:14.7,thanos::sroute:ef440d0b-5e79-4fe0-a7de-1cfa8c2d010c,Severe Delay,-191.70627130000003,0.7785965521323388,54,200+ km
trip-153836399179665403,19:51.8,24:14.9,8,264,131,63.50598701,152.4277,364,Carting,IND201301AAM,Noida_Sector63_L (Uttar Pradesh),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1,0,133,test,19:51.8,thanos::sroute:623212c6-6db7-4a73-91d1-2741cb67e0a0,Severe Delay,-88.92171298999999,0.4166302254117854,8,50–100 km
trip-153836403640980213,00:43.3,06:29.8,8,142,66,68.59743511,88.7908,185,Carting,IND516115AAA,Rajampet_RSRoad_D (Andhra Pradesh),IND517501AAB,Tirupati_Balajicly_I (Andhra Pradesh),1,0,76,test,20:36.4,thanos::sroute:cce26bb2-2365-4c9c-88f4-74322d1b3c9b,High Delay,-20.19336489,0.772573680043428,22,50–100 km
trip-153836403640980213,20:36.4,45:14.1,3,56,25,25.5813202,33.6507,84,Carting,IND517501AAB,Tirupati_Balajicly_I (Andhra Pradesh),IND517583AAA,Puttur_Artmclny_D (Andhra Pradesh),1,0,31,test,20:36.4,thanos::sroute:cce26bb2-2365-4c9c-88f4-74322d1b3c9b,Moderate Delay,-8.0693798,0.7602017253727262,22,25–50 km
trip-153836403640980213,45:14.1,47:29.5,7,98,47,61.3352534,67.1115,122,Carting,IND517583AAA,Puttur_Artmclny_D (Andhra Pradesh),IND516101AAA,Koduru_MGRoad_D (Andhra Pradesh),1,0,51,test,20:36.4,thanos::sroute:cce26bb2-2365-4c9c-88f4-74322d1b3c9b,Moderate Delay,-5.776246600000008,0.9139305990776544,22,50–100 km
trip-153836403640980213,47:29.5,00:43.3,4,53,24,31.23699007,34.8025,73,Carting,IND516101AAA,Koduru_MGRoad_D (Andhra Pradesh),IND516115AAA,Rajampet_RSRoad_D (Andhra Pradesh),1,0,29,test,20:36.4,thanos::sroute:cce26bb2-2365-4c9c-88f4-74322d1b3c9b,On Time,-3.565509930000001,0.8975501780044537,22,25–50 km
trip-153836426045192979,08:31.5,46:49.7,2,35,16,11.9931162,14.082,38,Carting,IND560058AAB,Bengaluru_Peenya_IP (Karnataka),IND560060AAB,Bengaluru_Kengeri_IP (Karnataka),1,0,19,test,24:20.5,thanos::sroute:57cd8f85-87bc-4941-8762-4b61602bebbc,On Time,-2.0888838000000014,0.8516628461866211,2,0–25 km
trip-153836433397264769,25:34.0,26:39.2,3,71,31,19.3228028,29.4105,121,Carting,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560043AAC,HBR Layout PC (Karnataka),1,0,40,test,25:34.0,thanos::sroute:a0efef18-73c9-478e-a7e5-c0c8584e6ef6,Moderate Delay,-10.087697199999996,0.6570035463524933,3,0–25 km
trip-153836462208968936,30:22.1,11:31.2,4,117,41,34.43497692,40.1815,161,Carting,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560078AAC,BLR_JPNagar_Pc (Karnataka),1,0,76,test,30:22.1,thanos::sroute:4dd49af2-018a-465d-8f9a-d91ff73d400a,High Delay,-5.746523080000003,0.8569858497069546,4,25–50 km
trip-153836464139936148,02:51.1,03:10.8,3,215,161,45.59852709,108.6264,960,FTL,IND246001AAA,Pauri_Khndyusn_D (Uttarakhand),IND249201AAA,Rishikesh_DC (Uttarakhand),1,0,54,test,30:41.4,thanos::sroute:57adbef3-4518-46a7-84a4-62a2b1efe0ab,Moderate Delay,-63.027872910000006,0.419773895572347,6,25–50 km
trip-153836464139936148,30:41.4,52:06.5,3,291,163,54.98548755,110.4491,321,FTL,IND249201AAA,Rishikesh_DC (Uttarakhand),IND246174AAA,SrinagarUK_Srikot_D (Uttarakhand),1,0,128,test,30:41.4,thanos::sroute:57adbef3-4518-46a7-84a4-62a2b1efe0ab,Severe Delay,-55.46361245,0.4978355418921476,6,50–100 km
trip-153836492135280209,29:58.9,12:01.8,4,89,68,83.98013963,95.8949,102,FTL,IND344022AAB,Balotra_BsnoiHPL_D (Rajasthan),IND344001AAA,Barmer_Nehru3PL_D (Rajasthan),1,0,21,test,35:21.4,thanos::sroute:8a6d78dc-4752-4bc6-9dee-8394a3a40a92,On Time,-11.91476037000001,0.8757518870138036,13,50–100 km
trip-153836492135280209,37:47.7,54:22.5,3,63,44,49.37831272,62.12,76,FTL,IND345021AAA,Pokhran_SttinDPP_D (Rajasthan),IND342301AAA,Phalodi_PalikDPP_D (Rajasthan),1,0,19,test,35:21.4,thanos::sroute:8a6d78dc-4752-4bc6-9dee-8394a3a40a92,On Time,-12.74168728,0.7948859098518996,13,25–50 km
trip-153836492135280209,54:22.5,22:36.8,6,767,128,123.0279191,169.5159,808,FTL,IND342301AAA,Phalodi_PalikDPP_D (Rajasthan),IND342005AAD,Jodhpur_Basni_I (Rajasthan),1,0,639,test,35:21.4,thanos::sroute:8a6d78dc-4752-4bc6-9dee-8394a3a40a92,Severe Delay,-46.48798089999998,0.7257603510939092,13,100–200 km
trip-153836496308607364,36:03.1,16:25.3,2,51,21,17.40497747,23.9915,160,Carting,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND000000AFT,Mumbai_Sanpada_I (Maharashtra),1,0,30,test,36:03.1,thanos::sroute:a766884e-1e9b-45df-965f-b892d0d1f762,On Time,-6.58652253,0.7254643298668279,2,0–25 km
trip-153836507123991146,25:30.5,59:52.8,2,69,35,25.19895818,45.2731,94,FTL,IND517644AAA,Sriklahsti_SDKNgr_D (Andhra Pradesh),IND524132AAA,Venktagiri_TirupthiRd_D (Andhra Pradesh),1,0,34,test,37:51.2,thanos::sroute:1c165ebe-bad3-49b8-9756-087ec45c873a,Moderate Delay,-20.07414182,0.5565989114949054,4,25–50 km
trip-153836507123991146,37:51.2,25:30.5,2,78,30,34.6032084,40.7638,107,FTL,IND517501AAB,Tirupati_Balajicly_I (Andhra Pradesh),IND517644AAA,Sriklahsti_SDKNgr_D (Andhra Pradesh),1,0,48,test,37:51.2,thanos::sroute:1c165ebe-bad3-49b8-9756-087ec45c873a,Moderate Delay,-6.160591600000004,0.848871017912952,4,25–50 km
trip-153836530843872617,41:48.4,20:39.9,3,80,32,23.12976501,27.183,158,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560043AAC,HBR Layout PC (Karnataka),1,0,48,test,41:48.4,thanos::sroute:96b260f5-7df0-4432-83c9-d8b8fd4a1b49,Moderate Delay,-4.05323499,0.850890814479638,3,0–25 km
trip-153836547980367917,44:39.8,55:27.2,2,57,16,15.46614019,17.8028,130,Carting,IND400072AAC,BOM_Sakinaka_RP (Maharashtra),IND400011AAA,LowerParel_CP (Maharashtra),1,0,41,test,44:39.8,thanos::sroute:04b6a2c1-daa8-4410-b258-d453ed28e828,Moderate Delay,-2.3366598100000004,0.8687476234075538,2,0–25 km
trip-153836554163118036,03:33.7,01:08.9,5,76,32,39.33018508,42.9538,297,Carting,IND396580AAB,Vansda_CikhliRD_D (Gujarat),IND396321AAA,Bilimora_DC (Gujarat),1,0,44,test,45:41.6,thanos::sroute:ef37b77a-7e44-47ec-8738-c3300ebe8cdd,Moderate Delay,-3.6236149200000014,0.9156392468186748,10,25–50 km
trip-153836554163118036,45:41.6,03:33.7,5,55,32,39.06252085,42.7449,77,Carting,IND396321AAA,Bilimora_DC (Gujarat),IND396580AAB,Vansda_CikhliRD_D (Gujarat),1,0,23,test,45:41.6,thanos::sroute:ef37b77a-7e44-47ec-8738-c3300ebe8cdd,On Time,-3.682379150000002,0.913852198741838,10,25–50 km
trip-153836596949781108,52:49.5,57:50.4,1,516,26,19.58537976,21.0041,785,FTL,IND249201AAA,Rishikesh_DC (Uttarakhand),IND249407AAA,Haridwar (Uttarakhand),0,0,490,test,52:49.5,thanos::sroute:f9661bb4-9860-4f12-a932-fbafeca73dfd,Severe Delay,-1.4187202400000023,0.9324550806747252,8,0–25 km
trip-153836596949781108,57:50.4,26:08.6,7,423,176,152.0926092,193.4768,448,FTL,IND249407AAA,Haridwar (Uttarakhand),IND131028AAB,Sonipat_Kundli_H (Haryana),1,0,247,test,52:49.5,thanos::sroute:f9661bb4-9860-4f12-a932-fbafeca73dfd,Severe Delay,-41.3841908,0.7861025673362387,8,100–200 km
trip-153836599473576573,53:14.7,57:56.4,5,110,43,36.05713512,55.5518,364,Carting,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND500010AAB,Hyderabad_Alwal_L (Telangana),1,0,67,test,53:14.7,thanos::sroute:e001e3f7-17c4-4d4c-9a42-0f4476b693f6,High Delay,-19.49466488,0.6490723094481187,5,25–50 km
trip-153836648611826977,01:26.1,03:57.6,2,57,23,17.93107027,24.7427,122,Carting,IND110037AAM,Delhi_Airport_H (Delhi),IND110024AAA,Delhi_Lajpat_IP (Delhi),1,0,34,test,01:26.1,thanos::sroute:66a3483b-258f-4d1d-8ff3-18c5d2b27f42,Moderate Delay,-6.81162973,0.724701437999895,2,0–25 km
trip-153836694712035256,09:07.1,22:08.3,3,77,25,20.40514188,23.5109,133,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560002AAA,Bengaluru_KHRoad_I (Karnataka),1,0,52,test,09:07.1,thanos::sroute:5a979b68-18ab-430b-8ef8-814741b21f01,Moderate Delay,-3.105758120000001,0.8679013512881258,3,0–25 km
trip-153836697913613926,14:21.7,26:35.4,5,192,88,99.01535328,110.1598,252,FTL,IND282002AAD,,IND205001AAB,Mainpuri_Agraroad_I (Uttar Pradesh),1,0,104,test,09:39.1,thanos::sroute:3c657b6b-38e9-437f-a02f-1cd0a27d03fc,High Delay,-11.144446720000005,0.8988338148762071,5,50–100 km
trip-153836713015267317,12:10.2,27:40.5,2,41,19,9.710926619,14.881,255,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560058AAD,Bengaluru_Peenya_L (Karnataka),1,0,22,test,12:10.2,thanos::sroute:6596f7bd-9c5a-4679-827a-c786765e859d,On Time,-5.170073381,0.6525721805658222,2,0–25 km
trip-153836715561630512,12:35.6,45:21.3,2,50,15,17.01634135,19.9741,92,Carting,IND400072AAB,Mumbai Hub (Maharashtra),IND401104AAA,Mumbai_MiraRd_IP (Maharashtra),1,0,35,test,12:35.6,thanos::sroute:9e2af335-5011-436d-88a6-baaa7a8741eb,Moderate Delay,-2.957758649999999,0.8519203042940608,2,0–25 km
trip-153836722113539595,13:41.1,05:39.1,6,120,63,46.352091,76.4742,411,Carting,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND121002AAB,Faridabad_Mthurard_L (Haryana),1,0,57,test,13:41.1,thanos::sroute:d44be5bf-082c-4b40-93b7-b7596017f057,Moderate Delay,-30.122108999999995,0.6061141012262959,6,25–50 km
trip-153836726652228037,14:26.5,16:04.6,1,18,10,9.488173413,10.1716,61,Carting,IND000000AFT,Mumbai_Sanpada_I (Maharashtra),IND400706AAA,Mumbai_Nerul_D (Maharashtra),1,1,8,test,14:26.5,thanos::sroute:16dd166b-4fc4-4907-8440-dce8857f19bd,On Time,-0.6834265869999996,0.9328103162727596,1,0–25 km
trip-153836735260696229,15:52.6,54:22.5,4,50,34,29.32890218,35.1532,218,Carting,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND122001AAA,GGN_DPC (Haryana),1,0,16,test,15:52.6,thanos::sroute:8a4a0dea-e94e-4a9b-86fc-f9d79005985c,On Time,-5.824297819999998,0.8343167102852657,4,25–50 km
trip-153836737036432910,14:27.8,38:21.3,3,125,50,57.8459915,71.6556,143,FTL,IND761200AAA,Paralakhemundi_Ward14_D (Orissa),IND532001AAB,Srikakulam_Kuslpram_I (Andhra Pradesh),1,0,75,test,16:10.4,thanos::sroute:28fcbccf-f3cf-4804-b0ed-88de9684d40c,High Delay,-13.80960850000001,0.8072780285141704,10,50–100 km
trip-153836737036432910,16:10.4,42:17.5,2,35,18,22.53364068,26.6275,86,FTL,IND532001AAB,Srikakulam_Kuslpram_I (Andhra Pradesh),IND532421AAA,Narasnpeta_HudcoDPP_D (Andhra Pradesh),1,0,17,test,16:10.4,thanos::sroute:28fcbccf-f3cf-4804-b0ed-88de9684d40c,On Time,-4.09385932,0.8462544617406816,10,0–25 km
trip-153836737036432910,33:55.4,50:38.9,2,38,25,27.51270889,29.4137,76,FTL,IND532201AAA,Tekkali_AmvdiDPP_D (Andhra Pradesh),IND532222AAA,Palasa_Central_DPP_1 (Andhra Pradesh),1,0,13,test,16:10.4,thanos::sroute:28fcbccf-f3cf-4804-b0ed-88de9684d40c,On Time,-1.90099111,0.9353705548774892,10,25–50 km
trip-153836737036432910,42:17.5,33:55.4,1,26,18,25.12276997,25.5308,51,FTL,IND532421AAA,Narasnpeta_HudcoDPP_D (Andhra Pradesh),IND532201AAA,Tekkali_AmvdiDPP_D (Andhra Pradesh),1,1,8,test,16:10.4,thanos::sroute:28fcbccf-f3cf-4804-b0ed-88de9684d40c,On Time,-0.408030029999999,0.9840181259498332,10,25–50 km
trip-153836737036432910,50:38.9,14:27.8,2,114,80,32.98895182,70.9088,143,FTL,IND532222AAA,Palasa_Central_DPP_1 (Andhra Pradesh),IND761200AAA,Paralakhemundi_Ward14_D (Orissa),1,0,34,test,16:10.4,thanos::sroute:28fcbccf-f3cf-4804-b0ed-88de9684d40c,Moderate Delay,-37.91984818,0.465230716356785,10,25–50 km
trip-153836739061158119,16:30.6,32:38.1,2,60,15,11.90070251,18.1781,76,Carting,IND000000AFT,Mumbai_Sanpada_I (Maharashtra),IND410209AAA,Mumbai_Khandeshwar_Dc (Maharashtra),1,0,45,test,16:30.6,thanos::sroute:9e7bb811-593f-47bc-ac49-ba03ed897792,Moderate Delay,-6.27739749,0.6546725185800496,2,0–25 km
trip-153836741596715178,04:42.2,52:32.9,2,60,41,38.54970835,45.338,107,FTL,IND535501AAB,Parvathipuram_Central_D_2 (Andhra Pradesh),IND532440AAA,Palakonda_VadaiDPP_D (Andhra Pradesh),1,0,19,test,16:56.0,thanos::sroute:34330d20-1386-457b-8373-f94cc2f3aad2,On Time,-6.788291649999998,0.8502736854294412,11,25–50 km
trip-153836741596715178,08:51.9,33:02.7,3,69,42,46.2543544,47.7628,84,FTL,IND532127AAA,Rajam_SamathBv_D (Andhra Pradesh),IND535591AAA,Salur_ward9_D (Andhra Pradesh),1,0,27,test,16:56.0,thanos::sroute:34330d20-1386-457b-8373-f94cc2f3aad2,On Time,-1.5084456000000015,0.9684179821953488,11,25–50 km
trip-153836741596715178,14:03.6,04:42.2,2,48,24,25.14835753,26.8266,50,FTL,IND535558AAA,Bobbili_ColegRd_D (Andhra Pradesh),IND535501AAB,Parvathipuram_Central_D_2 (Andhra Pradesh),1,0,24,test,16:56.0,thanos::sroute:34330d20-1386-457b-8373-f94cc2f3aad2,On Time,-1.6782424700000007,0.937441104351651,11,25–50 km
trip-153836741596715178,16:56.0,08:51.9,2,71,29,26.69311583,33.6047,111,FTL,IND532001AAB,Srikakulam_Kuslpram_I (Andhra Pradesh),IND532127AAA,Rajam_SamathBv_D (Andhra Pradesh),1,0,42,test,16:56.0,thanos::sroute:34330d20-1386-457b-8373-f94cc2f3aad2,Moderate Delay,-6.911584170000001,0.7943268599332831,11,25–50 km
trip-153836741596715178,52:32.9,03:46.5,2,55,36,35.13936152,40.4518,71,FTL,IND532440AAA,Palakonda_VadaiDPP_D (Andhra Pradesh),IND532001AAB,Srikakulam_Kuslpram_I (Andhra Pradesh),1,0,19,test,16:56.0,thanos::sroute:34330d20-1386-457b-8373-f94cc2f3aad2,On Time,-5.312438479999997,0.8686723834291676,11,25–50 km
trip-153836781714911796,23:37.1,28:41.0,3,63,26,20.14375242,24.0846,125,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560060AAB,Bengaluru_Kengeri_IP (Karnataka),1,0,37,test,23:37.1,thanos::sroute:91f94fcf-86c8-4eb1-9d3c-7a57527b876c,Moderate Delay,-3.94084758,0.8363747963428914,3,0–25 km
trip-153836812692470390,28:46.9,56:48.2,2,25,12,9.334974505,14.5535,88,Carting,IND421302AAR,Mumbai_East_I_21 (Maharashtra),IND400612AAA,Mumbai_Mumbra_DC (Maharashtra),1,0,13,test,28:46.9,thanos::sroute:da7a7483-2cdb-4c1b-bee9-55926e5f4abe,On Time,-5.218525495,0.6414247091764868,2,0–25 km
trip-153836815379568715,29:13.8,11:42.8,2,32,11,10.75071166,13.8541,102,Carting,IND421302AAR,Mumbai_East_I_21 (Maharashtra),IND421004AAA,Mumbai_Ulhasngr_DC (Maharashtra),1,0,21,test,29:13.8,thanos::sroute:2edc34a2-67ac-406c-9490-0876ba90bf05,On Time,-3.1033883400000004,0.7759949516749554,2,0–25 km
trip-153836818064249229,29:40.6,37:22.8,2,34,10,9.973445024,12.4238,127,Carting,IND421302AAR,Mumbai_East_I_21 (Maharashtra),IND421301AAA,Mumbai_Kalyan West _Dc (Maharashtra),1,0,24,test,29:40.6,thanos::sroute:46bf0f07-82a9-42a9-b7ca-1274e39479f8,On Time,-2.450354976,0.8027692834720456,2,0–25 km
trip-153836820602744467,30:06.0,59:15.7,2,83,20,15.18409043,23.6557,89,Carting,IND400072AAB,Mumbai Hub (Maharashtra),IND000000AFT,Mumbai_Sanpada_I (Maharashtra),1,0,63,test,30:06.0,thanos::sroute:e0afbfc5-9a1f-4ee6-9305-c1e69b3fbba3,High Delay,-8.47160957,0.641878719716601,2,0–25 km
trip-153836837759289279,32:57.6,05:26.5,2,44,16,10.09204083,13.7368,92,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560058AAB,Bengaluru_Peenya_IP (Karnataka),1,0,28,test,32:57.6,thanos::sroute:62672970-382d-493d-b73c-409cbe311ca0,On Time,-3.64475917,0.7346718908333818,2,0–25 km
trip-153836842657433535,30:38.2,20:33.7,3,58,19,24.47562907,27.3444,109,Carting,IND224141AAB,Gosainganj_Pakrela_D (Uttar Pradesh),IND224122AAA,Akbarpur_Auliyapr_D (Uttar Pradesh),1,0,39,test,33:46.6,thanos::sroute:2388fa83-d946-4a05-86eb-714912952893,Moderate Delay,-2.86877093,0.8950874427670747,3,0–25 km
trip-153836846785521663,34:27.9,13:31.0,4,50,38,31.17676581,40.8194,219,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560083AAB,Bengaluru_Bnnrghta_L (Karnataka),1,0,12,test,34:27.9,thanos::sroute:c9240775-3851-4c41-80d3-f023c3adeea7,On Time,-9.642634190000004,0.7637732502192585,4,25–50 km
trip-153836868418362082,07:42.3,44:08.6,6,87,46,51.21516171,60.8859,96,Carting,IND402109AAA,Roha_DataSagr_D (Maharashtra),IND402301AAA,Mahad_Govndsgr_D (Maharashtra),1,0,41,test,38:04.2,thanos::sroute:506c52ff-dc43-4c46-ba24-2b137a54be9e,Moderate Delay,-9.670738290000005,0.841166209417944,19,50–100 km
trip-153836868418362082,38:04.2,07:42.3,4,68,30,31.74519553,41.1289,89,Carting,IND402107AAA,Pen_BljiMrkt_D (Maharashtra),IND402109AAA,Roha_DataSagr_D (Maharashtra),1,0,38,test,38:04.2,thanos::sroute:506c52ff-dc43-4c46-ba24-2b137a54be9e,Moderate Delay,-9.38370447,0.7718464517650605,19,25–50 km
trip-153836868418362082,44:08.6,16:20.6,9,121,68,80.53193839,96.702,152,Carting,IND402301AAA,Mahad_Govndsgr_D (Maharashtra),IND402107AAA,Pen_BljiMrkt_D (Maharashtra),1,0,53,test,38:04.2,thanos::sroute:506c52ff-dc43-4c46-ba24-2b137a54be9e,Moderate Delay,-16.170061610000005,0.8327846206903683,19,50–100 km
trip-153836921028264924,08:52.9,29:47.0,3,108,36,22.74417877,30.1394,200,Carting,IND560085AAA,Bengaluru_Banshkri_DC (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),1,0,72,test,46:50.3,thanos::sroute:bcca2e47-03af-4981-901a-27032cfe7630,High Delay,-7.395221229999997,0.7546327654166972,6,0–25 km
trip-153836921028264924,46:50.3,08:52.9,3,71,29,23.11321001,30.3659,142,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560085AAA,Bengaluru_Banshkri_DC (Karnataka),1,0,42,test,46:50.3,thanos::sroute:bcca2e47-03af-4981-901a-27032cfe7630,Moderate Delay,-7.25268999,0.7611567584033406,6,0–25 km
trip-153836941532348731,50:15.3,47:36.6,3,56,26,21.99894724,31.2236,117,Carting,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND380005AAA,Amd_Chandkheda_Dc (Gujarat),1,0,30,test,50:15.3,thanos::sroute:fe14dda1-e713-451e-9bd3-d27c920936a1,On Time,-9.22465276,0.7045615252565367,3,0–25 km
trip-153836941790260192,23:22.4,43:24.5,14,448,243,296.1566861,338.5792,620,FTL,IND515004AAA,Anantapur_KamaStrt_I (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),1,0,205,test,50:17.9,thanos::sroute:14058670-577e-4371-a06f-fde230fe48aa,Severe Delay,-42.42251390000001,0.8747043117238152,24,200+ km
trip-153836941790260192,50:17.9,23:22.4,10,316,205,206.0763782,240.1094,513,FTL,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND515004AAA,Anantapur_KamaStrt_I (Andhra Pradesh),1,0,111,test,50:17.9,thanos::sroute:14058670-577e-4371-a06f-fde230fe48aa,High Delay,-34.0330218,0.8582603521561422,24,200+ km
trip-153836947638771711,11:37.9,06:40.1,2,43,12,13.59850077,15.4381,55,Carting,IND380006AAB,Ahmedabad_Mithakal_D (Gujarat),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),1,0,31,test,51:16.4,thanos::sroute:78a2e7d8-ff61-428d-9497-325d408d07e4,Moderate Delay,-1.839599230000001,0.8808403087167461,4,0–25 km
trip-153836947638771711,51:16.4,24:00.2,2,30,12,13.08406879,15.0954,152,Carting,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND380015AAB,AMD_Satellite (Gujarat),1,0,18,test,51:16.4,thanos::sroute:78a2e7d8-ff61-428d-9497-325d408d07e4,On Time,-2.01133121,0.8667586675411052,4,0–25 km
trip-153836951049851759,51:50.5,48:11.5,3,58,20,20.71167984,25.3757,176,Carting,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400072AAB,Mumbai Hub (Maharashtra),1,0,38,test,51:50.5,thanos::sroute:c28206c1-76c3-4349-bef3-5f78fdb0005b,Moderate Delay,-4.66402016,0.8162013201606261,3,0–25 km
